results.address_1,results.city,results.classification,results.code_info,results.country,results.distribution_pattern,event_id,results.initial_firm_notification,results.product_description,results.postal_code,results.product_quantity,results.product_type,results.reason_for_recall,results.recall_number,results.recalling_firm,results.state,results.status,results.voluntary_mandated,recall_initiation_date,report_date,center_classification_date,termination_date
312 N Nopal St,Santa Barbara,Class I,"Batches 1144-3949  Use By Dates: April 29th to May 6th, 2015  SKU: 8 30859 01079 6  SKU: 8 30859 02484 7",United States,"U.S. distribution to the following: CA, HI, IL, FL, GA, CO, NV, TX, NY, OH, MI, LA, AZ, CT, NE, NJ, MO, MN, NC, MD, and KY     No foreign distribution.",71412,Telephone,'- Cambridge House Mild Smoked Salmon Sliced Side  - Grade A Smoked Salmon Trimmings 1lb    Products are packaged in Reduced Oxygen Package (ROP).  Product is priced per pound.,93103-3225,"about 250,000 lbs. (including all lots)",Food,"The Santa Barbara Smokehouse, Inc. is recalling fresh and frozen cold smoked salmon due to potential Listeria Monocytogenes contamination.",F-2776-2015,"The Santa Barbara Smokehouse, Inc.",CA,Terminated,Voluntary: Firm initiated,2015-06-04,2015-07-01,2015-06-25,2015-12-15
3120 N Post Rd,Indianapolis,Class I,"All products Best By or Use By: 4/27/18 to 6/16/18    Kroger  MIXED SPEARS 1/16Z , 16 oz., UPC: 826766139606  Clear Generic Label Distributed by Renaissance Food Group",United States,"Domestic: AL, CA, FL, GA, IA, ID, IL, IN, KS, KY, MI, MN, MO, NC, ND, NE, OH, PA, SD, TN, VA, WI, WV",80274,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Multiple Brands Mixed Melon:    Customer  Product Description  Pack Weight                 UPC      	   Label Description/Brand 	    	  Kroger 	MIXED SPEARS 1/16Z ,	16 oz., UPC: 826766139606 	Clear Generic Label Distributed by Renaissance Food Group",46226-6514,"3,160,647.91 lbs. Total",Food,Products have the potential to be contaminated with Salmonella.,F-1633-2018,"Caito Foods Service, Inc.",IN,Terminated,Voluntary: Firm initiated,2018-06-08,2018-07-11,2018-07-12,2018-10-18
3120 N Post Rd,Indianapolis,Class I,"All products Best By or Use By: 4/27/18 to 6/16/18    Walmart  SALAD SEASONAL FRUIT 4/10Z  13 oz., UPC: 826766254262  Freshness Guaranteed label",United States,"Domestic: AL, CA, FL, GA, IA, ID, IL, IN, KS, KY, MI, MN, MO, NC, ND, NE, OH, PA, SD, TN, VA, WI, WV",80274,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Multiple Brands Mixed Melon:    Customer  Product Description  Pack Weight                 UPC      	   Label Description/Brand 	    Walmart 	SALAD SEASONAL FRUIT 4/10Z 	13 oz., UPC: 826766254262 	Freshness Guaranteed label",46226-6514,"3,160,647.91 lbs. Total",Food,Products have the potential to be contaminated with Salmonella.,F-1642-2018,"Caito Foods Service, Inc.",IN,Terminated,Voluntary: Firm initiated,2018-06-08,2018-07-11,2018-07-12,2018-10-18
3120 N Post Rd,Indianapolis,Class I,"Item  382987,  Best By 8/04/2012- 09/16/12",United States,"4 Distributors in WI, IN, IL, CA with further nationwide distribution to retail stores",63193,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Garden Highway, Chef Essentials, Mango Salsa, Net Wt  7 oz, UPC 8.26766-42208.1, Ingredients: Mango, Lime Juice, Red Onion, Mint, Jalapeno Pepper, Packed in It's Own Juice",46226-6514,7 cases,Food,"In cooperation with the FDA warning to not consume mangoes from Agricola Daniella, Mexico.  FreshLine of Indianapolis, Indiana, has initiated a voluntary recall of a limited quantity of expired products that contain fresh-cut mangoes due to the potential risk that the mangoes may contain Salmonella.",F-0133-2013,"Caito Foods Service, Inc.",IN,Terminated,Voluntary: Firm initiated,2012-09-15,2012-10-24,2012-10-17,2013-08-28
3125 Mercer Ave Ste 101,Bellingham,Class II,"Best By Dates 7/12, 7/15, and 7/19",United States,distributed in WA.,92658,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Semolina Shells, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00219 4.",98225-8435,24 packages,Food,Pasta label declares semolina flour but does not declare wheat.,F-1374-2023,Bellingham Pasta Co,WA,Terminated,Voluntary: Firm initiated,2023-07-03,2023-08-16,2023-08-04,2023-09-13
313 Iron Horse Way,Providence,Class II,1. UPC:      07-40695-94629 case code: 442,United States,"NJ, NY, MD, DC, PA",97051,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",1. USA OG2 LEEKS,02908-5637,213 cases (total),Food,May be contaminated with fluid from a reach truck,H-0245-2025,UNFI General Corporate,RI,Terminated,Voluntary: Firm initiated,2025-06-07,2025-07-16,2025-07-10,2026-03-16
315 New Market Rd E,Immokalee,Class I,Expiration Date:5/14/2025-5/23/2025 Lot# 3-431726 3-431831 3-431866 3-432045 3-1614605 3-1613675 3-1614079 3-1614605 3-1614152 3-1614291 3-1614662 3-1614663 3-1614592 3-1614661 3-1614805 3-1614806 3-1614982 3-1615014 3-1615313 3-1615440 3-1615442 3-1615860 3-1616065 3-1616066 3-1616509 3-1614079 3-1613675 3-1614605 3-1614266 3-1614152 3-1615313 3-1614152 3-1614266 3-1614291 3-1614605 3-1614662 3-1614663 3-1614806 3-1614862 3-1614889 3-1615014 3-1615203 3-1615226 3-1615313 3-1615822 3-1615823 3-1616065 3-1616246 3-1616509,United States,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX",97008,E-Mail,"Cucumber Super Selec Repacked by Lipman Produce Hendersonville, NC 28792, Product of USA",34142-3509,"16,504 cases total",Food,Potential salmonella contamination,H-0030-2025,LIPMAN FAMILY FARMS,FL,Terminated,Voluntary: Firm initiated,2025-05-20,2025-06-18,2025-06-10,2025-08-07
315 New Market Rd E,Immokalee,Class I,Pack Date May 22 Lot #3-1614763 3-1614959 3-1615358 3-1615676 3-1616199 3-1616384,United States,"Product was distributed to AZ, CA, IL, FL, WI, MA, MS, MN, CA, NC, VA, TN, VT, CT, NY, MD, PA, NJ, TX",97008,E-Mail,PR Cucumber Sliced 2/5# 1/4 Pack Date May 22 Product of USA Lipman Family Farms Hendersonville / NC,34142-3509,"16,504 cases total",Food,Potential salmonella contamination,H-0029-2025,LIPMAN FAMILY FARMS,FL,Terminated,Voluntary: Firm initiated,2025-05-20,2025-06-18,2025-06-10,2025-08-07
3158 E Hamilton Ave,Fresno,Class I,EXPANDED 8-10-2022        Lot Code 9031 / Best By Date 11/05/2022,United States,nationwide,90667,Telephone,"kate farms Peptide  1.5 Cal/mL, Plain, Sole-Source Nutrition Formula.  325 mL (11 fl oz) UPC  8 51823-00646 1.  12 count case UPC 00851823006379.  Shake Well.  A ready-to-use oral and tube feeding formula with enzymatically hydrolyzed organic pea protein.  Made for Kate Farms, Inc., 101 Innovation Place, Santa Barbara, CA  93708",93702-4163,"53,818,025 total units",Food,Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,F-1671-2022,"Lyons Magnus, Inc",CA,Terminated,Voluntary: Firm initiated,2022-07-22,2022-09-07,2022-08-30,2024-07-25
3158 E Hamilton Ave,Fresno,Class I,Lot Code 0012 / Best By Date 1/5/2023;     Lot Code 1412 / Best By Date 2/15/2023;           Lot Code 9512 / Best By Date 3/5/2023;     Lot Code 9902 / Best By Date 1/4/2023.        EXPANED 8-10-2022  Lot Code 0231 / Best By Date 08/12/2022.     Lot Code 0231 / Best By Date 08/13/2022.     Lot Code 0702 / Best By Date 12/06/2022.     Lot Code 1702 / Best By Date 12/07/2022.     Lot Code 6702 / Best By Date 12/12/2022.     Lot Code 7102 / Best By Date 10/14/2022.     Lot Code 8302 / Best By Date 11/04/2022.     Lot Code 8431 / Best By Date 09/10/2022.     Lot Code 9131 / Best By Date 08/12/2022.,United States,nationwide,90667,Telephone,"Sysco Imperial Med Plus 2.0 butter Pecan Nutritional Drink.  High Calorie, High Protein.   Mildly Thick Nectar Consistency.    32 FL OZ (1 QT)  946mL  UPC 0 74865-92732 1.  Reorder # 0108936.  12 count case UPC 10074865927328.      Refrigerate prior to serving.  Shake well.   Refrigerate after opening and use within 3 days.    Distributed by  Sysco Corporation, Houston, Texas  77077.",93702-4163,"53,818,025 total units",Food,Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,F-1634-2022,"Lyons Magnus, Inc",CA,Terminated,Voluntary: Firm initiated,2022-07-22,2022-09-07,2022-08-30,2024-07-25
3158 E Hamilton Ave,Fresno,Class I,Lot Code 1412 / Best By Date 02/15/2023;     Lot Code 6312 / Best By Date 02/10/2023;     Lot Code 9312 / Best By Date 02/13/2023;     Lot Code 9902 / Best By Date 01/04/2023.      EXPANDED 8-10-2022  Lot Code 6702 / Best By Date 12/12/2022.     Lot Code 8302/Best By Date 11/04/2022.,United States,nationwide,90667,Telephone,"Lyons Ready Care 2.0  Butter Pecan High Calorie, High Protein,  Nutritional Drink.  32 FL OZ (1 QT)  946mL  UPC 0 45796-10049 7  Item 10049.  12 count case UPC 10045796100494.    Refrigerate after opening.     Lyons Magnus, Fresno, CA  93702.",93702-4163,"53,818,025 total units",Food,Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,F-1613-2022,"Lyons Magnus, Inc",CA,Terminated,Voluntary: Firm initiated,2022-07-22,2022-09-07,2022-08-30,2024-07-25
3158 E Hamilton Ave,Fresno,Class I,Lot Code 8312 / Best By Date 07/12/2023  Lot Code 9312 / Best By Date 07/13/2023.      EXPANDED 8-10-2022  Lot Code 0702 / Best By Date 05/05/2023.     Lot Code 1702 / Best By Date 05/06/2023.     Lot Code 3221 / Best By Date 10/05/2022.     Lot Code 4221 / Best By Date 10/06/2022.     Lot Code 5431 / Best By Date 02/04/2023.     Lot Code 6431 / Best By Date 02/05/2023.     Lot Code 6821 / Best By Date 12/07/2022.,United States,nationwide,90667,Telephone,"Aloha Organic Protein Drink, Chocolate Sea Salt, Plant-based protein.  Net 11 FL OZ (330 mL) Tetra Pak container UPC 8 42096-11235 5.  Sold in 4 count package wrap with UPC  842095122354.  Shake Well.  Best Chilled.     Manufactured for:  Aloha, Littleton, CO  80127",93702-4163,"53,818,025 total units",Food,Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,F-1603-2022,"Lyons Magnus, Inc",CA,Terminated,Voluntary: Firm initiated,2022-07-22,2022-09-07,2022-08-30,2024-07-25
3158 E Hamilton Ave,Fresno,Class I,BB codes: 022125 to 022126,United States,"Distribution centers located throughout the U.S. and further distributed to sensitive populations located in long term care facilities, skilled nursing homes, hospitals, etc.",96376,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Ready Care Strawberry Shake No Sugar Added (4 oz), UPC 10045796017372;  Imperial Strawberry Shake No Sugar Added (4 oz), UPC 00074865926843",93702-4163,"763,250 cases (50 or 75 cartons per case) Total",Food,Potential contamination with Listeria monocytogenes.,F-0657-2025,Lyons Magnus LLC,CA,Ongoing,Voluntary: Firm initiated,2025-02-21,2025-03-26,2025-03-20,
317 New Boston St,Woburn,Class III,"Safecor Health Lot # A15012, A15021, 16A004, 16A015 and 16A035",United States,nationwide,75196,Letter,"Safecor Vitamin B-1 (THIAMINE) 100 mg tablets  NDC: 48433-0108-01  Distributed by: SAFECOR HEALTH, 317 NEW BOSTON STREET, WOBURN, MA",01801-6231,1431 boxes,Food,Box labeled Thiamine Hydrochloride instead of Thiamine Mononitrate,F-0606-2017,"Safecor Health, LLC",MA,Terminated,Voluntary: Firm initiated,2016-09-12,2016-12-14,2016-12-06,2017-08-01
3180 Corporate Pl,Hayward,Class II,Best Before 07/03/2017.,United States,"US Distribution only to distributors in OR, CA, GA, CT, IA, TX, OH, CO, WA, NH, IN, NY, SC, FL, WI",77471,Letter,"Kite Hill Almond Yogurt, Peach,  NET WT.  5.3 oz (150G)    Case UPC: 8-56624-00415-9    Distributed by Lyrical Foods, Hayward, CA.",94545-3916,1878 cases (12 x 5.3 oz. containers per case),Food,Lyrical Foods is voluntarily recalling four flavors of Kite Hill Almond Yogurt with best by dates 07/03/17 and 07/04/17 as some of these packages have spoiled before the best by date.,F-2581-2017,Lyrical Foods Inc,CA,Terminated,Voluntary: Firm initiated,2017-06-07,2017-07-19,2017-07-13,2017-08-14
319 E Prairie St,Denton,Class III,All lots,United States,Nationwide throughout the US,72822,Letter,Buttermilk Pancake Mix # 1 NET WT 5 LBS (2.27kg),76201-6109,6774 cases,Food,May contain small metal fragments from wire mesh sifter.,F-0894-2016,"C. H. Guenther & Son, Inc.dba Morrison Milling",TX,Terminated,Voluntary: Firm initiated,2015-12-07,2016-04-20,2016-04-11,2016-08-02
319 E Prairie St,Denton,Class III,All lots,United States,Nationwide throughout the US,72822,Letter,HEB Lemon Seasonal Fish Fry Mix NET WT. 16 OZ (1 LB) CONT. NET 454g and HEB Lemon Seasonal Fish Fry Mix NET WT. 10 OZ  CONT. NET 284g  packed in paper box,76201-6109,"29,350 cases",Food,May contain small metal fragments from wire mesh sifter.,F-0823-2016,"C. H. Guenther & Son, Inc.dba Morrison Milling",TX,Terminated,Voluntary: Firm initiated,2015-12-07,2016-04-20,2016-04-11,2016-08-02
319 E Prairie St,Denton,Class III,All lots,United States,Nationwide throughout the US,72822,Letter,HSRG Cornmeal Breader NET WT 25 LB (11.33 kg),76201-6109,3609 cases,Food,May contain small metal fragments from wire mesh sifter.,F-0857-2016,"C. H. Guenther & Son, Inc.dba Morrison Milling",TX,Terminated,Voluntary: Firm initiated,2015-12-07,2016-04-20,2016-04-11,2016-08-02
319 E Prairie St,Denton,Class III,All lots,United States,Nationwide throughout the US,72822,Letter,Morrison's Pancake Mix Net Wt 5 LB (2.27 kg),76201-6109,"15,881 cases",Food,May contain small metal fragments from wire mesh sifter.,F-0889-2016,"C. H. Guenther & Son, Inc.dba Morrison Milling",TX,Terminated,Voluntary: Firm initiated,2015-12-07,2016-04-20,2016-04-11,2016-08-02
319 E Prairie St,Denton,Class III,All lots,United States,Nationwide throughout the US,72822,Letter,Pioneer Sweet Corn Muffin Mix NET WT. 5 LBS 2.27 kg,76201-6109,4737 cases,Food,May contain small metal fragments from wire mesh sifter.,F-0867-2016,"C. H. Guenther & Son, Inc.dba Morrison Milling",TX,Terminated,Voluntary: Firm initiated,2015-12-07,2016-04-20,2016-04-11,2016-08-02
31900 Solon Rd,Solon,Class II,UPC 0 38445 12286 5 and the date codes of Best By May 24 2017 KN and August 05 2017 KN.,United States,"US nationwide.  The product was distributed to the following states: OH, KS, MN.",75109,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Southern Grove Cashews with Sea Salt, a 10 ounce stand up pouch bag with a UPC 0 38445 12286 5 and the date codes of Best By May 24 2017 KN and August 05 2017 KN",44139-3536,485 cases (7760 individual bags),Food,This recall has been initiated due to the possible presence of peanuts.,F-2330-2016,"Kanan Enterprises, Inc.",OH,Terminated,Voluntary: Firm initiated,2016-09-03,2016-09-28,2016-09-16,2016-12-20
320 Hamilton St,Leominster,Class II,Lot: 2018317-1,United States,xx,81737,Telephone,"DAHlicious ORGANIC Lassi India -Style DRINKABLE YOGURT, Grassland Plain, , 32 FL OZ (946 mL), UPC: 7 93573 01459 7",01453-2373,2175 units (bottles)/362 cases,Food,Product was improperly pasteurized.,F-1172-2019,DAHLICIOUS,MA,Terminated,Voluntary: Firm initiated,2018-12-11,2019-03-27,2019-03-15,2019-04-05
320 N 2nd St,Tipp City,Class I,Trophy Nut Brand 1.5 oz. Red Pistachio Tube UPC 74249-50779 Code Date 08/16/2009 thru 10/27/2009 and Nut Barrel Brand 1.25 oz. Red Pistachio Tube UPC 74249-27779 Code Date 8/16/2009 thru 10/6/2009.,United States,"Distributed nationwide, including the states of: CA, IL, IN, MD, MI, MN, NC, ND, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, and VI.",51894,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Trophy Nut Brand 1.5 oz. Red Pistachio Tube and Nut Barrel Brand 1.25 oz. Red Pistachio Tube.,45371,,Food,"The product is being recalled because it was manufactured using pistachios recalled by Setton Pistachios of Terra Bella, CA because it has the potential to be contaminated with Salmonella.",F-1519-2013,Trophy Nut Co Inc,OH,Terminated,Voluntary: Firm initiated,2009-04-07,2013-06-19,2013-06-10,2013-06-10
320 N 2nd St,Tipp City,Class II,"Product #29973B  Code Dates: 10/20/2016, 11/8/2016, 11/9/2016 & 01/12/2017.",United States,Product was sent to one manufacturer in MI,77213,Letter,"Honey Bourbon Pecans Net Wt. 20 lb. (9.088g) Mfg. By: Trophy Nut Co. Tipp City, OH 45371",45371,480/20 ib cases,Food,The firm stated that the product contains undeclared allergens.,F-2326-2017,Trophy Nut Co Inc,OH,Terminated,Voluntary: Firm initiated,2017-05-05,2017-06-14,2017-06-05,2018-02-13
3217 Johnston Rd,Gonzales,Class I,"Best Buy Dates:23-Sep-16, 24-Sep-16, 07-Oct-16, 11-Nov-16, 05-Dec-16, 07-Nov-16, 18-Dec-16, 26-Aug-16; Lot: (50# boxes only) P9A53E001, P9A5P1001, P9A69Z001, P9A6N7001, P9A6VB001, P9A7DJ001;  Lot: (25 pound boxes only) P9A6M6001",United States,"AL, AR, CA, CO, FL, ID, IL, IN, , KS, KY, LA, MI, MO, MS, NC, NE, NJ, NM, OH, OK, TX, UT, WA",70117,Press Release,"Adams Pantry Basics Ground Cumin Net Wt. 2.82 oz (80 g) UPC: 041313019525; Adams Pantry Basics Value Size Ground Cumin Net Wt. 6.70 oz (190 g) UPC: 041313019532; Adams Pantry Basics Saver Size Ground Cumin Net Wt. 16 oz (454 g) UPC: 041313023126; No brand name Cumin, Ground 50# Box Item Code: 33325 UPCA: 041313333256 and 25# Box Item Code: 33326 UPCA: 041313333263",78629-8008,unknown,Food,Product may contain undeclared peanut protein.,F-1304-2015,Adams Extract & Spice LLC,TX,Terminated,Voluntary: Firm initiated,2014-12-26,2015-03-04,2015-02-23,2016-10-05
3217 Johnston Rd,Gonzales,Class I,"Best Buy Dates:28-Aug-16, 30-Sep-16, 02-Oct-16, 17-Oct-16, 05-Nov-16, 05-Dec-16; Lot# (25# only) P9A625001, P9A5YN001; Lot # (50# only) P9A7WZ001, P9A7XO001",United States,"AL, AR, CA, CO, FL, ID, IL, IN, , KS, KY, LA, MI, MO, MS, NC, NE, NJ, NM, OH, OK, TX, UT, WA",70117,Press Release,Adams Pantry Basics Multi-Season Seasoned Salt Net Wt. 30 oz (851 g) UPC: 041313024888;  50# Multi Seasoning Item Code: 06095 Item UPCA: 041313060954; 25# Multi Seasoning Item Code: 06096 Item UPCA: 041313060961,78629-8008,unknown,Food,Product may contain undeclared peanut protein.,F-1308-2015,Adams Extract & Spice LLC,TX,Terminated,Voluntary: Firm initiated,2014-12-26,2015-03-04,2015-02-23,2016-10-05
32-34 Papetti Plz,Elizabeth,Class II,Lot Code: 55-H422,United States,US: Illinois,69199,Letter,"Wheat Cake (Maruto ""C"" Cake), 6.3 ounces (180g), individually packaged in gold foil pouches and sold under the Maruto Brand. Sold at retail locations in display cases containing 8 bars per display case.",07206-1432,10 cases (160 pieces),Food,This voluntary recall has been initiated because Maruto 'C' Cakes (Wheat Cakes) omitted soy lecithin as an ingredient and an accompanying allergen warning.,F-0004-2015,Ikko International Trading LLC,NJ,Terminated,Voluntary: Firm initiated,2014-08-05,2014-10-15,2014-10-06,2016-09-13
3250 Camino Del Sol,Oxnard,Class I,"UPC code: 400000290942  Lot #: 060367, 060692, 061252 and 061864",United States,"US states:  ""	Connecticut  ""	Delaware  ""	Florida  ""	Georgia  ""	Maine  ""	Maryland  ""	Massachusetts  ""	New Hampshire  ""	New Jersey  ""	New York  ""	North Carolina  ""	Ohio  ""	Pennsylvania  ""	Rhode Island  ""	Virginia",65705,Letter,"Earth's Pride Organics: Organic Oregano, 2.2 oz. Packaged at 12 units per case.    Packaged in a glass jar with cork closure.    Product labeling reads in part:""earth's pride organics PANTRY COLLECTION***ORGANIC OREGANO***NET WT. 2.2 OZ (62.4g)***DISTRIBUTED BY BJWC 25 RESEARCH DRIVE  WESTBOROUGH, MA 01581  1-800-934-1204***"".",93030-8998,"11,000 UNITS",Food,"Olde Thompson Inc. Oxnard, CA is recalling Earths Pride Organics: Organic Oregano packaged in a 2.2 oz. glass jar with cork closure, Lot #: 060367, 060692, 061252 and 061864 due to Salmonella.",F-1793-2013,"Olde Thompson, Inc.",CA,Terminated,Voluntary: Firm initiated,2013-07-10,2013-08-14,2013-08-08,2013-09-11
